觀測時間(day),測站氣壓(hPa),測站最高氣壓(hPa),測站最高氣壓時間(LST),測站最低氣壓(hPa),測站最低氣壓時間(LST),氣溫(℃),最高氣溫(℃),最高氣溫時間(LST),最低氣溫(℃),最低氣溫時間(LST),相對溼度(%),最小相對溼度(%),最小相對溼度時間(LST),風速(m/s),風向(360degree),最大瞬間風(m/s),最大瞬間風風向(360degree),最大瞬間風風速時間(LST),降水量(mm)
13,997,1000.6,2023/03/13 0:02:00,993.4,2023/03/13 23:53:00,X,12.8,2023/03/13 12:03:00,7.8,2023/03/13 4:21:00,X,74,2023/03/13 20:22:00,1.1,164,7.7,39,2023/03/13 8:43:00,4.5
14,991.2,993.7,2023/03/14 0:02:00,989.2,2023/03/14 15:11:00,X,22.8,2023/03/14 13:31:00,10.6,2023/03/14 4:31:00,X,47,2023/03/14 13:41:00,0.8,134,6,117,2023/03/14 11:25:00,0
15,992.2,994.5,2023/03/15 21:32:00,989.2,2023/03/15 2:21:00,X,27.6,2023/03/15 10:06:00,11.2,2023/03/15 6:02:00,X,30,2023/03/15 8:12:00,0.9,116,5.5,125,2023/03/15 12:28:00,0
16,993.9,996.3,2023/03/16 9:43:00,992.4,2023/03/16 3:11:00,X,17.7,2023/03/16 3:08:00,15,2023/03/16 10:25:00,X,97,2023/03/16 7:21:00,0.6,15,8.8,62,2023/03/16 9:20:00,3.5
17,991,993.2,2023/03/17 0:01:00,989.1,2023/03/17 14:52:00,X,27.6,2023/03/17 15:01:00,14.4,2023/03/17 5:51:00,X,66,2023/03/17 15:01:00,1.3,317,8.8,354,2023/03/17 12:36:00,0
18,992.8,994.3,2023/03/18 10:02:00,991.3,2023/03/18 3:14:00,X,15,2023/03/18 2:41:00,12.4,2023/03/18 14:09:00,X,99,2023/03/18 0:21:00,0.7,178,6.6,37,2023/03/18 13:58:00,19.5
19,990.6,993.1,2023/03/19 0:01:00,988.2,2023/03/19 17:11:00,X,17.3,2023/03/19 22:51:00,13.7,2023/03/19 0:51:00,X,99,2023/03/19 1:51:00,0.8,175,6,133,2023/03/19 0:29:00,12.5
20,986.7,989,2023/03/20 7:23:00,984.9,2023/03/20 16:51:00,X,24.1,2023/03/20 13:19:00,13.7,2023/03/20 6:41:00,X,98,2023/03/20 13:19:00,1.2,345,6,343,2023/03/20 4:05:00,0.5
21,983.2,985.6,2023/03/21 0:02:00,980.3,2023/03/21 15:42:00,X,32.5,2023/03/21 14:32:00,15.3,2023/03/21 3:21:00,X,46,2023/03/21 12:11:00,0.6,140,6,171,2023/03/21 8:08:00,0
22,982.2,984.2,2023/03/22 8:44:00,980.1,2023/03/22 16:17:00,X,33.8,2023/03/22 13:46:00,18.6,2023/03/22 6:13:00,X,43,2023/03/22 13:46:00,0.7,24,12.1,180,2023/03/22 20:46:00,0
23,984.2,987.8,2023/03/23 23:21:00,980.8,2023/03/23 1:32:00,X,35.1,2023/03/23 10:13:00,17.5,2023/03/23 5:23:00,X,15,2023/03/23 9:13:00,1.7,323,12.6,355,2023/03/23 14:35:00,0
24,989.8,992.9,2023/03/24 21:03:00,985.8,2023/03/24 3:51:00,X,22.1,2023/03/24 16:01:00,15.5,2023/03/24 21:52:00,X,99,2023/03/24 0:21:00,0.6,336,6.6,332,2023/03/24 0:11:00,2.5
25,990.4,993,2023/03/25 10:21:00,988.4,2023/03/25 12:35:00,X,17.2,2023/03/25 11:48:00,12.6,2023/03/25 18:15:00,X,99,2023/03/25 12:01:00,1.3,39,7.7,343,2023/03/25 17:48:00,46.5
26,991.7,994,2023/03/26 23:15:00,989,2023/03/26 2:54:00,X,14.6,2023/03/26 0:04:00,10.9,2023/03/26 16:22:00,X,99,2023/03/26 0:41:00,0.7,320,6,25,2023/03/26 19:30:00,21
27,993.5,995.6,2023/03/27 21:13:00,992,2023/03/27 4:12:00,X,13.2,2023/03/27 12:36:00,10.9,2023/03/27 22:01:00,X,99,2023/03/27 4:31:00,0.9,6,6,47,2023/03/27 21:13:00,20
28,993.9,995.8,2023/03/28 9:02:00,992.1,2023/03/28 23:46:00,X,16.3,2023/03/28 23:56:00,11.3,2023/03/28 1:11:00,X,99,2023/03/28 2:41:00,1,127,7.7,11,2023/03/28 12:06:00,50
29,989.8,992.5,2023/03/29 0:02:00,988.5,2023/03/29 13:41:00,17.1,21.9,2023/03/29 11:41:00,16,2023/03/29 2:23:00,99,99,2023/03/29 5:01:00,0.8,323,7.1,331,2023/03/29 14:34:00,8
30,988.3,989.9,2023/03/30 23:31:00,986.8,2023/03/30 14:17:00,14.5,16.6,2023/03/30 8:44:00,12.9,2023/03/30 23:51:00,100,99,2023/03/30 8:41:00,1.1,332,6.6,317,2023/03/30 4:12:00,10.5
31,989.5,991.3,2023/03/31 9:21:00,988,2023/03/31 15:44:00,15.4,20.3,2023/03/31 13:01:00,12.6,2023/03/31 3:52:00,97,76,2023/03/31 13:05:00,0.7,302,4.1,332,2023/03/31 10:37:00,0
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
1,988.1,989.6,2023/04/01 9:44:00,986.8,2023/04/01 15:08:00,15.7,17.3,2023/04/01 9:09:00,14.9,2023/04/01 2:11:00,100,99,2023/04/01 12:01:00,0.4,282,3.5,340,2023/04/01 11:49:00,7.5
2,989,990.9,2023/04/02 10:11:00,987.1,2023/04/02 16:21:00,18.5,29.2,2023/04/02 14:13:00,14.1,2023/04/02 19:41:00,86,42,2023/04/02 14:13:00,0.6,106,5.5,115,2023/04/02 12:22:00,0
3,988.5,990.4,2023/04/03 9:07:00,986.5,2023/04/03 15:45:00,20.2,28.5,2023/04/03 13:52:00,14.2,2023/04/03 4:31:00,71,36,2023/04/03 9:22:00,1.5,116,8.2,94,2023/04/03 12:22:00,0
4,986.4,988.4,2023/04/04 0:01:00,984.5,2023/04/04 14:11:00,21.8,32.4,2023/04/04 13:51:00,16.7,2023/04/04 1:21:00,71,28,2023/04/04 9:02:00,1,23,6,190,2023/04/04 9:34:00,0
5,987.1,988.5,2023/04/05 10:31:00,985.8,2023/04/05 14:52:00,21.8,33.2,2023/04/05 13:31:00,16.7,2023/04/05 5:51:00,82,27,2023/04/05 10:01:00,0.7,123,6,323,2023/04/05 13:14:00,1
6,986.8,987.5,2023/04/06 21:21:00,984.6,2023/04/06 16:11:00,19.8,21.6,2023/04/06 14:03:00,19.1,2023/04/06 23:52:00,98,92,2023/04/06 14:11:00,0.3,110,4.1,343,2023/04/06 23:20:00,0
7,992.8,996.7,2023/04/07 23:22:00,987.3,2023/04/07 0:01:00,13.9,19.1,2023/04/07 0:01:00,12.8,2023/04/07 6:41:00,91,63,2023/04/07 23:31:00,1,14,8.8,325,2023/04/07 4:06:00,33.5
8,997.3,999.2,2023/04/08 10:18:00,996.1,2023/04/08 2:21:00,14.7,16.9,2023/04/08 9:13:00,13.1,2023/04/08 4:29:00,57,43,2023/04/08 15:41:00,1.6,116,10.4,37,2023/04/08 11:29:00,0
9,993.3,996.5,2023/04/09 0:01:00,990.8,2023/04/09 17:11:00,16,19,2023/04/09 10:01:00,12.8,2023/04/09 3:31:00,60,47,2023/04/09 9:31:00,1.3,123,7.7,124,2023/04/09 14:01:00,0
10,989.6,992,2023/04/10 9:15:00,987.1,2023/04/10 15:51:00,19.2,23.3,2023/04/10 13:31:00,13.8,2023/04/10 2:24:00,68,47,2023/04/10 3:05:00,1,106,5.5,184,2023/04/10 2:56:00,0
11,987.9,989.7,2023/04/11 9:31:00,985.9,2023/04/11 16:25:00,20,24,2023/04/11 14:01:00,16.1,2023/04/11 5:25:00,75,54,2023/04/11 12:51:00,0.8,67,7.1,209,2023/04/11 0:37:00,0
12,988.9,990.6,2023/04/12 21:07:00,986.9,2023/04/12 2:52:00,19.1,24.3,2023/04/12 11:01:00,16.6,2023/04/12 5:51:00,91,61,2023/04/12 11:01:00,1.4,128,7.7,6,2023/04/12 14:59:00,10.5
13,987.1,989.5,2023/04/13 0:01:00,984.2,2023/04/13 14:44:00,21.6,27.1,2023/04/13 13:01:00,18.8,2023/04/13 23:01:00,89,57,2023/04/13 13:11:00,1.1,37,9.3,111,2023/04/13 11:30:00,3
14,984.6,987.1,2023/04/14 8:22:00,982,2023/04/14 14:51:00,21.3,25.6,2023/04/14 11:34:00,17.3,2023/04/14 5:01:00,88,60,2023/04/14 19:43:00,0.6,155,3.5,112,2023/04/14 10:33:00,0
15,983.9,985.3,2023/04/15 10:51:00,981.5,2023/04/15 3:11:00,19.7,23.5,2023/04/15 2:00:00,16.5,2023/04/15 18:44:00,85,54,2023/04/15 16:24:00,1.3,339,9.3,217,2023/04/15 4:51:00,10
16,984.3,985.9,2023/04/16 22:22:00,982.5,2023/04/16 4:01:00,20.4,26.4,2023/04/16 12:21:00,14.4,2023/04/16 4:21:00,75,35,2023/04/16 15:51:00,1.1,324,3.8,189,2023/04/16 13:55:00,0
17,987.9,989.9,2023/04/17 9:51:00,984.9,2023/04/17 2:11:00,21.4,26.6,2023/04/17 11:01:00,16.3,2023/04/17 5:35:00,77,47,2023/04/17 7:11:00,1.1,324,4.9,117,2023/04/17 12:29:00,0
18,986.3,989.2,2023/04/18 0:01:00,982.7,2023/04/18 23:58:00,22.4,29.5,2023/04/18 13:32:00,16.5,2023/04/18 1:13:00,73,38,2023/04/18 11:51:00,1,21,4.9,354,2023/04/18 13:59:00,0
19,980,982.9,2023/04/19 0:01:00,977.5,2023/04/19 16:41:00,22.3,28,2023/04/19 10:01:00,19.5,2023/04/19 21:03:00,86,62,2023/04/19 10:01:00,1.5,77,12.1,183,2023/04/19 16:28:00,36
20,979.8,983.1,2023/04/20 23:22:00,976.9,2023/04/20 4:05:00,19.4,22.5,2023/04/20 3:41:00,17.9,2023/04/20 20:08:00,97,83,2023/04/20 3:41:00,2,336,10.4,302,2023/04/20 3:40:00,28.5
21,985.4,988.4,2023/04/21 21:32:00,981.8,2023/04/21 2:21:00,17.9,18.9,2023/04/21 9:07:00,16.9,2023/04/21 23:58:00,98,91,2023/04/21 8:51:00,0.3,12,4.1,40,2023/04/21 12:49:00,7.5
22,988.4,990.3,2023/04/22 22:11:00,986.5,2023/04/22 2:51:00,17.2,18.1,2023/04/22 13:41:00,16.2,2023/04/22 11:31:00,93,83,2023/04/22 7:56:00,0.9,113,4.9,176,2023/04/22 20:50:00,0
23,989.6,991.2,2023/04/23 10:19:00,988.1,2023/04/23 2:11:00,18.4,19.6,2023/04/23 12:42:00,17.6,2023/04/23 0:11:00,98,93,2023/04/23 12:52:00,0.7,104,4.9,193,2023/04/23 19:13:00,0
24,990.3,992,2023/04/24 20:45:00,988.5,2023/04/24 2:31:00,17.3,18.9,2023/04/24 0:31:00,15.7,2023/04/24 22:41:00,99,96,2023/04/24 0:31:00,0.3,352,3.5,353,2023/04/24 12:11:00,10
25,989.1,990.4,2023/04/25 0:01:00,987.5,2023/04/25 14:41:00,16.2,17.2,2023/04/25 10:51:00,15.4,2023/04/25 21:21:00,99,98,2023/04/25 13:51:00,0.2,0,4.1,47,2023/04/25 5:31:00,10
26,991.3,993.4,2023/04/26 22:02:00,988.9,2023/04/26 0:36:00,15.4,16.3,2023/04/26 23:18:00,14.3,2023/04/26 8:41:00,92,76,2023/04/26 21:44:00,0.9,117,7.1,56,2023/04/26 7:37:00,24
27,990.9,992.6,2023/04/27 8:42:00,989.2,2023/04/27 16:02:00,18.2,21.4,2023/04/27 11:31:00,15.6,2023/04/27 3:31:00,89,77,2023/04/27 0:07:00,1,126,7.1,94,2023/04/27 3:07:00,0
28,988.7,990.7,2023/04/28 7:01:00,986.8,2023/04/28 16:21:00,20.9,25.5,2023/04/28 11:51:00,16.6,2023/04/28 0:46:00,91,66,2023/04/28 11:41:00,0.9,320,6,321,2023/04/28 12:36:00,0
29,986.4,988.6,2023/04/29 21:32:00,984.6,2023/04/29 14:51:00,22.2,28.3,2023/04/29 11:42:00,17.9,2023/04/29 23:53:00,84,50,2023/04/29 11:02:00,1,1,7.1,225,2023/04/29 9:56:00,8.5
30,989.1,991.2,2023/04/30 21:22:00,987,2023/04/30 3:18:00,15.7,18.1,2023/04/30 0:02:00,14.7,2023/04/30 9:44:00,99,94,2023/04/30 21:22:00,0.6,107,7.1,29,2023/04/30 1:38:00,15.5
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
1,991.1,992.5,2023/05/01 21:14:00,989,2023/05/01 3:41:00,18.4,21.5,2023/05/01 12:01:00,14.4,2023/05/01 4:14:00,76,51,2023/05/01 11:26:00,1.4,118,8.2,109,2023/05/01 8:30:00,0
2,990.7,992.1,2023/05/02 8:31:00,989,2023/05/02 15:11:00,21.8,25.1,2023/05/02 8:51:00,19,2023/05/02 4:55:00,92,72,2023/05/02 8:45:00,0.9,83,6.6,180,2023/05/02 2:11:00,0
3,988.7,991,2023/05/03 0:03:00,987.1,2023/05/03 16:01:00,23.6,28.9,2023/05/03 12:21:00,20.3,2023/05/03 5:41:00,90,63,2023/05/03 12:31:00,0.6,135,3.8,109,2023/05/03 3:37:00,0
4,985,987.6,2023/05/04 0:11:00,982.7,2023/05/04 23:41:00,23.3,27.3,2023/05/04 9:32:00,20.2,2023/05/04 5:11:00,88,69,2023/05/04 14:41:00,0.8,338,4.1,151,2023/05/04 15:02:00,0
5,981.2,983.2,2023/05/05 0:03:00,979.1,2023/05/05 18:14:00,24.8,28.8,2023/05/05 14:21:00,21.2,2023/05/05 5:31:00,83,62,2023/05/05 8:53:00,0.7,131,4.9,119,2023/05/05 13:55:00,0
6,980.2,981.8,2023/05/06 20:51:00,978,2023/05/06 17:03:00,24.4,27.7,2023/05/06 14:51:00,21.9,2023/05/06 0:31:00,88,53,2023/05/06 20:11:00,0.7,289,9.9,335,2023/05/06 21:40:00,0.5
7,982.3,987.4,2023/05/07 22:06:00,977.1,2023/05/07 2:52:00,20.1,26.5,2023/05/07 10:23:00,16.1,2023/05/07 22:59:00,94,53,2023/05/07 2:52:00,0.9,183,10.4,325,2023/05/07 11:41:00,41.5
8,988.3,990.8,2023/05/08 21:53:00,986,2023/05/08 2:27:00,16.8,18.4,2023/05/08 11:41:00,15.7,2023/05/08 3:49:00,97,89,2023/05/08 22:36:00,0.9,28,5.5,68,2023/05/08 13:26:00,78
9,990,991.4,2023/05/09 9:32:00,988.6,2023/05/09 17:21:00,17.2,19.3,2023/05/09 10:33:00,16.3,2023/05/09 6:04:00,73,60,2023/05/09 14:14:00,0.9,8,7.7,18,2023/05/09 5:27:00,0
10,989.9,991.3,2023/05/10 22:21:00,988.5,2023/05/10 15:44:00,18.5,22.2,2023/05/10 13:22:00,15.6,2023/05/10 5:08:00,78,51,2023/05/10 10:32:00,0.9,99,6.6,120,2023/05/10 19:39:00,0
11,989.9,991.5,2023/05/11 10:01:00,988.7,2023/05/11 2:21:00,20.2,22.6,2023/05/11 13:52:00,18,2023/05/11 23:58:00,92,79,2023/05/11 10:02:00,0.7,100,5.5,100,2023/05/11 0:36:00,0
12,988.8,990.3,2023/05/12 8:22:00,987.1,2023/05/12 16:33:00,20.5,25.4,2023/05/12 10:25:00,17.5,2023/05/12 4:11:00,92,64,2023/05/12 10:31:00,1.1,334,5.5,315,2023/05/12 13:16:00,3.5
13,988.3,990.3,2023/05/13 8:32:00,986.8,2023/05/13 17:08:00,19.1,20.7,2023/05/13 10:31:00,17.3,2023/05/13 23:56:00,96,84,2023/05/13 12:53:00,0.4,339,3.8,332,2023/05/13 5:56:00,3.5
14,986.2,988,2023/05/14 8:24:00,984.7,2023/05/14 16:01:00,19.2,21.8,2023/05/14 13:08:00,16.5,2023/05/14 3:36:00,86,52,2023/05/14 23:41:00,0.6,129,3.5,116,2023/05/14 10:49:00,0
15,985.4,987,2023/05/15 9:21:00,983.7,2023/05/15 15:21:00,20.6,27.1,2023/05/15 15:51:00,16.4,2023/05/15 2:21:00,64,22,2023/05/15 14:55:00,0.8,320,3.3,335,2023/05/15 16:55:00,0
16,984.9,986.4,2023/05/16 8:22:00,983.2,2023/05/16 15:31:00,23.3,28.9,2023/05/16 11:31:00,17.3,2023/05/16 0:14:00,66,45,2023/05/16 11:31:00,1.6,42,9.9,216,2023/05/16 22:53:00,0
17,983.7,985.6,2023/05/17 6:51:00,981.8,2023/05/17 16:01:00,24.1,28.9,2023/05/17 14:15:00,20.3,2023/05/17 4:42:00,76,51,2023/05/17 13:35:00,0.7,26,7.7,180,2023/05/17 0:02:00,0
18,980.6,982.9,2023/05/18 22:28:00,978.7,2023/05/18 15:02:00,27.7,31.6,2023/05/18 13:12:00,21,2023/05/18 0:41:00,62,46,2023/05/18 9:37:00,1.9,224,13.7,186,2023/05/18 5:52:00,1.5
19,984.6,986.9,2023/05/19 21:52:00,980.5,2023/05/19 1:13:00,21.2,27.7,2023/05/19 0:44:00,18.9,2023/05/19 15:51:00,95,51,2023/05/19 0:44:00,0.7,157,8.2,241,2023/05/19 0:21:00,16.5
20,985.7,986.9,2023/05/20 9:02:00,984.7,2023/05/20 3:41:00,20.3,21.8,2023/05/20 23:17:00,19.5,2023/05/20 9:33:00,99,99,2023/05/20 20:41:00,0.7,329,3.5,115,2023/05/20 10:28:00,78.5
21,984.7,986.5,2023/05/21 8:11:00,983,2023/05/21 23:51:00,23.4,26.2,2023/05/21 14:08:00,21,2023/05/21 0:13:00,96,85,2023/05/21 12:54:00,0.5,136,4.1,159,2023/05/21 3:15:00,0
22,981.8,987.1,2023/05/22 22:56:00,979.1,2023/05/22 14:41:00,25.2,30.9,2023/05/22 13:22:00,17.5,2023/05/22 23:40:00,74,50,2023/05/22 12:51:00,1.7,263,13.7,22,2023/05/22 12:14:00,39.5
23,987.2,988.5,2023/05/23 21:31:00,985.4,2023/05/23 2:02:00,18,19.4,2023/05/23 14:02:00,16.7,2023/05/23 6:09:00,88,76,2023/05/23 13:11:00,0.6,63,4.9,29,2023/05/23 10:27:00,7
24,986,987.8,2023/05/24 21:21:00,984.6,2023/05/24 14:31:00,21,24.8,2023/05/24 14:31:00,17.9,2023/05/24 0:14:00,86,69,2023/05/24 10:43:00,0.8,71,6.6,206,2023/05/24 2:16:00,10
25,988.1,989.2,2023/05/25 8:21:00,986.7,2023/05/25 2:01:00,21.5,24.2,2023/05/25 11:36:00,20.2,2023/05/25 4:35:00,97,87,2023/05/25 11:41:00,0.4,131,3,360,2023/05/25 7:48:00,1.5
26,987.8,989.3,2023/05/26 9:32:00,986.7,2023/05/26 17:41:00,23.9,28.2,2023/05/26 11:52:00,19.7,2023/05/26 4:21:00,89,67,2023/05/26 9:47:00,0.8,130,4.1,112,2023/05/26 11:32:00,0
27,986.8,988,2023/05/27 8:46:00,985.8,2023/05/27 15:02:00,23,26.7,2023/05/27 11:51:00,20.2,2023/05/27 5:21:00,82,63,2023/05/27 9:25:00,1.5,146,8.2,114,2023/05/27 12:22:00,0
28,985.1,986.3,2023/05/28 8:26:00,983.5,2023/05/28 16:31:00,23.6,27.1,2023/05/28 9:06:00,20.6,2023/05/28 4:31:00,91,75,2023/05/28 9:11:00,1.9,121,8.2,116,2023/05/28 14:21:00,0
29,983.1,984.8,2023/05/29 0:01:00,981.6,2023/05/29 13:54:00,24,27,2023/05/29 13:21:00,22.6,2023/05/29 4:15:00,98,87,2023/05/29 13:21:00,1.9,117,8.2,112,2023/05/29 8:19:00,0
30,980,982.4,2023/05/30 0:02:00,977.9,2023/05/30 17:15:00,23.3,24.3,2023/05/30 11:44:00,22.6,2023/05/30 5:57:00,99,99,2023/05/30 3:31:00,1.2,90,8.2,27,2023/05/30 23:11:00,1
31,976.9,978.7,2023/05/31 0:01:00,975.5,2023/05/31 17:31:00,22.6,23.3,2023/05/31 0:16:00,20.9,2023/05/31 20:02:00,99,99,2023/05/31 1:11:00,1.8,26,9.9,36,2023/05/31 9:08:00,23.5
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
1,975.6,978.3,2023/06/01 22:22:00,974.1,2023/06/01 4:11:00,22.7,24.6,2023/06/01 19:42:00,21.5,2023/06/01 4:19:00,99,98,2023/06/01 19:42:00,1.9,329,11,344,2023/06/01 12:29:00,1.5
2,980.5,984.8,2023/06/02 22:11:00,977.3,2023/06/02 1:22:00,25.9,30.4,2023/06/02 16:32:00,22.2,2023/06/02 5:11:00,90,61,2023/06/02 16:32:00,1,114,8.2,324,2023/06/02 14:00:00,0
3,984.9,986.8,2023/06/03 22:16:00,982.9,2023/06/03 2:12:00,24.3,28.9,2023/06/03 10:01:00,22.5,2023/06/03 21:25:00,97,80,2023/06/03 8:11:00,0.8,141,6,119,2023/06/03 10:41:00,0
4,985.3,986.4,2023/06/04 23:03:00,983.8,2023/06/04 15:51:00,24.1,28,2023/06/04 9:01:00,22.1,2023/06/04 23:24:00,98,85,2023/06/04 8:39:00,0.5,56,3.8,194,2023/06/04 19:12:00,14
5,984.4,986.3,2023/06/05 0:01:00,983,2023/06/05 16:01:00,25,28.7,2023/06/05 11:06:00,21.8,2023/06/05 5:47:00,97,83,2023/06/05 8:43:00,0.5,316,3.5,331,2023/06/05 3:49:00,9
6,984.2,986.4,2023/06/06 23:10:00,982.7,2023/06/06 3:42:00,25.6,29.7,2023/06/06 11:23:00,21.8,2023/06/06 5:01:00,95,81,2023/06/06 11:01:00,0.6,328,6.6,215,2023/06/06 14:58:00,0
7,985.2,986.3,2023/06/07 0:01:00,983.8,2023/06/07 17:39:00,25.1,29.3,2023/06/07 9:54:00,21.8,2023/06/07 5:04:00,96,75,2023/06/07 9:11:00,0.6,24,6,347,2023/06/07 12:13:00,0
8,983.1,985.7,2023/06/08 0:01:00,981.4,2023/06/08 15:51:00,25.3,29.1,2023/06/08 10:32:00,22.5,2023/06/08 5:11:00,99,84,2023/06/08 10:32:00,0.4,114,3.5,143,2023/06/08 13:58:00,0
9,980.6,982.4,2023/06/09 0:01:00,979,2023/06/09 15:43:00,24.8,28,2023/06/09 14:32:00,22.8,2023/06/09 23:51:00,99,90,2023/06/09 13:54:00,0.4,325,7.7,360,2023/06/09 12:50:00,27.5
10,978.4,980.3,2023/06/10 0:01:00,977.1,2023/06/10 4:35:00,24,26.2,2023/06/10 12:21:00,21.9,2023/06/10 23:51:00,99,99,2023/06/10 17:21:00,0.4,315,3.5,249,2023/06/10 12:50:00,1
11,978.2,979.7,2023/06/11 21:51:00,976.8,2023/06/11 2:11:00,23.6,27.3,2023/06/11 9:11:00,21.5,2023/06/11 1:11:00,99,85,2023/06/11 9:11:00,0.4,7,4.9,336,2023/06/11 10:50:00,10
12,978.9,980.4,2023/06/12 8:42:00,977.7,2023/06/12 14:21:00,22.4,25.5,2023/06/12 13:11:00,20.1,2023/06/12 23:51:00,98,84,2023/06/12 20:51:00,0.5,111,4.1,91,2023/06/12 16:43:00,10
13,978.3,980.3,2023/06/13 21:51:00,977.1,2023/06/13 2:44:00,23.3,27.3,2023/06/13 11:02:00,19.5,2023/06/13 2:11:00,95,73,2023/06/13 9:44:00,0.3,125,5.5,120,2023/06/13 10:11:00,0
14,980.8,984,2023/06/14 21:16:00,977.7,2023/06/14 2:31:00,23.5,28.4,2023/06/14 13:11:00,20.6,2023/06/14 3:14:00,99,84,2023/06/14 14:01:00,0.6,337,4.9,329,2023/06/14 16:08:00,7.5
15,984.5,986.4,2023/06/15 21:21:00,982.4,2023/06/15 1:41:00,21.2,22,2023/06/15 23:58:00,20.4,2023/06/15 12:46:00,99,99,2023/06/15 22:21:00,0.8,161,4.9,138,2023/06/15 15:38:00,28.5
16,985,987.1,2023/06/16 22:45:00,983.6,2023/06/16 4:34:00,23.5,28,2023/06/16 10:32:00,21.7,2023/06/16 0:04:00,99,97,2023/06/16 9:51:00,0.4,79,4.9,134,2023/06/16 1:14:00,10
17,986.2,987.6,2023/06/17 10:31:00,984.8,2023/06/17 15:41:00,24.2,28,2023/06/17 14:31:00,22,2023/06/17 4:41:00,99,99,2023/06/17 18:21:00,0.2,0,3.3,310,2023/06/17 6:06:00,2
18,984.4,986.7,2023/06/18 0:41:00,982.6,2023/06/18 16:01:00,26,29.6,2023/06/18 14:35:00,22.7,2023/06/18 5:01:00,99,90,2023/06/18 14:37:00,0.8,164,8.2,184,2023/06/18 10:25:00,0
19,981.4,983.7,2023/06/19 0:01:00,979.7,2023/06/19 15:21:00,27.1,30.6,2023/06/19 22:31:00,23,2023/06/19 2:43:00,81,48,2023/06/19 22:31:00,1.7,123,15.4,247,2023/06/19 11:53:00,0
20,980.3,982.4,2023/06/20 22:01:00,979,2023/06/20 5:21:00,28.4,32.4,2023/06/20 9:53:00,23.6,2023/06/20 23:31:00,72,43,2023/06/20 9:53:00,2.3,236,17.1,268,2023/06/20 7:02:00,0
21,981.5,983.7,2023/06/21 21:23:00,980.1,2023/06/21 15:38:00,27.4,31.8,2023/06/21 13:21:00,24,2023/06/21 23:51:00,82,51,2023/06/21 8:35:00,1.2,107,12.1,294,2023/06/21 6:09:00,0
22,982.9,984.9,2023/06/22 22:31:00,981.6,2023/06/22 16:43:00,26.1,31.3,2023/06/22 9:11:00,23.1,2023/06/22 4:25:00,91,58,2023/06/22 9:11:00,0.8,317,6.6,168,2023/06/22 9:09:00,1
23,984.2,985.7,2023/06/23 21:21:00,983,2023/06/23 2:21:00,24.9,28.5,2023/06/23 8:41:00,22.9,2023/06/23 23:51:00,99,91,2023/06/23 8:41:00,0.3,126,3.5,41,2023/06/23 16:37:00,8
24,984.6,987.3,2023/06/24 21:21:00,983.2,2023/06/24 15:43:00,25.4,30.5,2023/06/24 13:22:00,21.6,2023/06/24 5:16:00,92,70,2023/06/24 13:35:00,0.8,337,4.9,126,2023/06/24 9:53:00,4
25,985.4,987.3,2023/06/25 21:51:00,984.3,2023/06/25 16:11:00,25.6,29.7,2023/06/25 9:11:00,20.9,2023/06/25 4:06:00,89,69,2023/06/25 9:59:00,0.7,325,5.5,44,2023/06/25 12:19:00,0
26,985.4,987,2023/06/26 21:51:00,983,2023/06/26 16:11:00,26.1,30.5,2023/06/26 14:55:00,22.2,2023/06/26 4:11:00,94,77,2023/06/26 13:34:00,0.9,324,6.6,345,2023/06/26 12:07:00,0
27,986.2,988.1,2023/06/27 21:36:00,984.7,2023/06/27 15:21:00,26.8,31.5,2023/06/27 14:02:00,22.6,2023/06/27 3:44:00,83,59,2023/06/27 12:12:00,1,118,9.3,125,2023/06/27 12:23:00,0
28,985.8,987.9,2023/06/28 5:51:00,983.6,2023/06/28 23:54:00,26.7,31.5,2023/06/28 11:06:00,22.4,2023/06/28 3:21:00,86,52,2023/06/28 11:06:00,0.5,10,4.9,340,2023/06/28 11:30:00,0
29,983.3,985.3,2023/06/29 7:25:00,981.3,2023/06/29 15:42:00,26.4,30.5,2023/06/29 10:13:00,22.2,2023/06/29 3:25:00,88,62,2023/06/29 8:12:00,0.8,331,5.5,329,2023/06/29 15:17:00,0
30,982.5,983.6,2023/06/30 15:35:00,981,2023/06/30 3:41:00,24.6,28.8,2023/06/30 9:23:00,21.8,2023/06/30 16:11:00,95,77,2023/06/30 9:33:00,0.6,328,11,184,2023/06/30 15:46:00,23
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
1,981.1,982.5,2022/07/01 23:45:00,979.4,2022/07/01 3:21:00,27,30.9,2022/07/01 13:02:00,24.6,2022/07/01 4:31:00,81,61,2022/07/01 12:47:00,1.9,96,9.9,114,2022/07/01 10:38:00,0
2,981.7,982.9,2022/07/02 10:13:00,980.4,2022/07/02 16:01:00,25.2,27.3,2022/07/02 15:02:00,23.4,2022/07/02 23:54:00,96,86,2022/07/02 3:31:00,0.2,117,3.5,117,2022/07/02 16:42:00,5.5
